id;found;x_invariant;y_invariant;x_value;y_value;violation;nodes;edges;graph6;phase;evaluations;elapsed_s
1600;True;total_domination_number;vertex_cover_number;14.0;8.0;0.9999999999999982;22;21;Uh_GK?@?K??@?@_???G?@_????G??K?????@???G;template;13;0.20162653923034668
1601;True;total_domination_number;vertex_cover_number;14.0;8.0;4.0;22;21;Uh_GK?@?K??@?@_???G?@_????G??K?????@???G;template;78;0.5910813808441162
1708;True;independence_number;total_domination_number;16.0;18.0;1.0;33;32;`hE?GC@_??_@?@_???G?@??E?????G??C??@_??????_??@???@_???????G???@????E?????????G????C????@;template;68;0.6172518730163574
1880;True;vertex_cover_number;independent_domination_number;2.0;7.0;2.0;21;20;TsaCCA?_C?O?_?_?O?A??O?@??A??A??@???;template;5;0.11913156509399414
1891;True;vertex_cover_number;total_domination_number;6.0;10.0;0.5;16;15;Oh_GK?@?K??@?@_???G?@;template;4;0.1747732162475586
2041;True;independent_domination_number;matching_number;6.0;2.0;0.25;20;19;SsaCCA?_C?O?_?_?O?A??O?@??A??A???;template;3;0.19522714614868164
2051;True;independent_domination_number;vertex_cover_number;10.0;2.0;1.25;22;21;UsaCCA?_C?G?O?O?G?A??O?@??A??A??@???O???;template;8;0.14490866661071777
2117;True;matching_number;independent_domination_number;5.0;7.0;1.4867142857142923;15;14;NhECA@?G@?A?C?A?@??;template;3;0.13797616958618164
2120;True;matching_number;total_domination_number;9.0;17.0;3.0;25;24;Xh_GK?@?K??@?@_???G?@_????G??K?????@???K??????@???@;template;69;0.5329394340515137
2121;True;matching_number;total_domination_number;6.0;10.0;2.0;16;15;Oh_GK?@?K??@?@_???G?@;template;2;0.15270686149597168
4247;True;diameter;independent_domination_number;3.0;7.0;2.0;19;18;RsaCC@?OA?G?O?O?G?A??O?@??A???;template;4;0.035860538482666016
4668;True;vertex_cover_number;independent_domination_number;4.0;6.0;0.7724285714285806;12;11;KhaAA?_G?_A?;template;1;0.023241758346557617
4712;True;independent_domination_number;diameter;8.0;3.0;0.75;19;18;RsaCCA?OA?G?O?O?G?A??O?@??A???;template;3;0.08291029930114746
5952;True;diameter;independence_number;2.0;5.0;1.0;45;360;l`\GccV`]?A\G?_ScOPoWGBnCwA[@Dqa_?NWgSyPs@eOJjMRBEhVx?_e[tAGHwxKNKDQFLPBV?HeH?sEbEwJAGeG@@kHaEwCXt[bw@Wc?SR?ogp`}ADQAHY\__KChHdW`s_Z?icx?cRf?`aEf?TW`@JoCFDOF{GwBPgIFD;template;5;0.4895954132080078
5994;True;radius;domination_number;4.0;4.0;0.4867142857142781;16;27;O~CGW[@?G@_F?@??_?W?F;template;20;1.0685739517211914
5996;True;radius;total_domination_number;2.0;6.0;0.8867142857142856;45;360;l`\GccV`]?A\G?_ScOPoWGBnCwA[@Dqa_?NWgSyPs@eOJjMRBEhVx?_e[tAGHwxKNKDQFLPBV?HeH?sEbEwJAGeG@@kHaEwCXt[bw@Wc?SR?ogp`}ADQAHY\__KChHdW`s_Z?icx?cRf?`aEf?TW`@JoCFDOF{GwBPgIFD;template;45;1.1024632453918457
5998;True;radius;independence_number;4.0;6.0;0.4867142857142852;24;71;W~~~~{@?W?_@?@??_?G?B?@{?@w?Bw?Bk?@~?@iO@?????@;search;119;2.3296380043029785
6000;True;radius;independent_domination_number;4.0;4.0;0.4867142857142781;12;15;KxCWGCB?G?_B;template;13;0.5507402420043945
6179;True;maximum_degree;average_degree;4.0;2.0384615384615383;0.044871794871795156;104;106;~?@ghCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G??@_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????K??????????@???????????G???????????_??????????@???????????@????????????_???????????G???????????@????????????C????????????G????????????G????????????C????????????@?????????????G?????????????_????????????@?????????????@??????????????_?????????????G?????????????@??????????????C??????????????G??????????????G??????????????C??????????????@???????????????G???????????????_??????????????@???????????????@????????????????_???????????????G???????????????@???C?????????????????????????????G??????????C????????????????C?????C;search;106;1.7507820129394531
6180;True;maximum_degree;average_degree;5.0;2.1359223300970873;0.5307443365695796;103;110;~?@fhCGWC@?G?_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G???????????_??????????@???????????@????????????_???????????G???????????@????????????C????????????G????????????G????????????C????????????@?????????????G?????????????_????????????@?????????????@??????????????_?????????????G?????????????@??????????????C??????????????G??????????????G??????????????C??????????????@???????????????G???????????????_??????????????@???????????????@????????????????_???????????????G???????????????@B_???????????????M???????????????GG???????????????W;search;104;1.6837692260742188
6181;True;maximum_degree;average_degree;4.0;2.06;0.16222222222222182;100;103;~?@chCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G???_?W@??o@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G???????????_??????????@???????????@????????????_???????????G???????????@????????????C????????????G????????????G????????????C????????????@?????????????G?????????????_????????????@?????????????@??????????????_?????????????G?????????????@??????????????C??????????????G??????????????G??????????????C??????????????@???????????????G???????????????_??????????????@???????????????@????????????????_???????????????G???????????????@;search;104;1.692276954650879
6182;True;maximum_degree;average_degree;4.0;2.0392156862745097;0.09886945081062715;102;104;~?@ehCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G???????????_??????????@???????????@????????????_???????????G???????????@????????????C????????????G????????????G????????????C????????????@?????????????G?????????????_????????????@?????????????@??????????????_?????????????G?????????????@??????????????C??????????????G??????????????G??????????????C??????????????@???????????????G???????????????_??????????????@???????????????@????????????????_???????????????G???????????????@????????@_???????????????K???????G;search;106;1.776146650314331
6267;True;average_degree;maximum_degree;2.076923076923077;4.0;0.01098901098901095;104;108;~?@ghCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G???????????_??????????@???????????@????????????_???????????G???????????@????????????C????????????G????????????G????????????C????????????@?????????????G?????????????_????????????@?????????????@????????????????????????????G?????????????@??????????????C??????????????G??????????????G??????????????C??????????????@???????????????G???????????????_??????????????@???????????????@????????????????_???????????????G???????????????@??????????????o?????????M????????????????????????o????????????????oC;search;114;2.2570080757141113
6268;True;average_degree;maximum_degree;2.0961538461538463;4.0;0.2836538461538458;104;109;~?@ghCGGC@?G?_@?@??_?G?@??C??G??G??C??@???????_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G???????????_??????????@???????????@???B????????_??@_???????G???????????@????????????C????????????G????????????G????????????C????????????@?????????????G?????????????_????????????@?????????????@??????????????_?????????????G?????????????@??????????????C??????????????G??????????????G??????????????C??????????????@???????????????G???????????????_??????????????@???????????????@????????????????_???????????????G???????????????@???????o????????????o?????????????????????E????????????????????????C;search;117;2.5077064037323
6269;True;average_degree;maximum_degree;2.173076923076923;6.0;2.0956340956340958;104;113;~?@ghCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G???????????_??????????@???????????@????????????_???????????G???????????@????????????C????????????G????????????G????????????C????????????@?????????????G?????????????_????????????@?????????????@??????????????_?????????????G?????????????@??????????????C??????????????G??????????????G??????????????C??????????????@???????????????G???????????????_??????????????@???????????????@????????????????_???????????????G???????????????@E????????????????o???????????????H_???????????????Wo???????????????[;search;106;2.139345407485962
6272;True;average_degree;clique_number;1.0;2.0;0.6000000000000001;2;1;A_;init;97;1.9967446327209473
6278;True;average_degree;clique_number;7.4;12.0;1.8878233274877445;20;74;S~~~~~~~~~~~?@??_?G?@??C??G??G??C;template;25;1.0015547275543213
6352;True;clique_number;average_degree;2.0;1.0;0.3333333333333335;2;1;A_;init;97;2.170180559158325
6574;True;total_domination_number;independence_number;13.0;15.0;1.0;34;53;ahCGGC@?G?_@?@??_?G?B??C?????G??C?KCW??????_??@???@?o???o??GK??B@_??]??????@????@??F_??OC??[???;search;207;4.072202205657959
6582;True;total_domination_number;matching_number;40.0;38.0;1.0;76;79;~?@KhCGGCB?G?_@?@??_?G?@??C??G??G??C??B???G???_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????GA???????????????????B?????O??????????o?????????????????????G???????????@;search;130;2.21758770942688
6903;True;matching_number;total_domination_number;36.0;38.0;1.0;72;73;~?@GhCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????W????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G?????????????@???????G???????_??????@???????@????????_??????OG??????A?????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G??????K????????@???????;search;131;2.1925570964813232
688;True;density;proximity;0.2842741935483871;0.16666666666666666;0.015417457305502869;32;141;_~~~~~~~~~~~?@??_?G?@??C??G??G??C??@???G??@_??F???N???N_??Fw??@~???N{???~w??@~w??@~{;template;201;1.2519886493682861
713;True;density;remoteness;0.2916666666666667;0.3409090909090909;0.014371718333211048;16;35;O~~wGC@?G?_@?B?B_@w?^;template;16;0.2597925662994385
737;True;density;second_smallest_laplace_eigenvalue;0.4696969696969697;0.25834261322605834;0.02569634650992092;12;31;K~~wGCB?wF_^;template;41;0.514503002166748
1021;True;average_degree;triangle_number;5.454545454545454;0.0;10.22727272727272;11;30;J??F~z{~Fw?;template;66;0.27433085441589355
1337;True;triangle_number;average_degree;0.0;35.0;30.0;70;1225;~?@E???????????????????????????????????????????????????????????????????????????????????????????????????^~~~~~~~~~~}~~~~~}^~~~~~F~~~~~o~~~~~}B~~~~~wF~~~~~oF~~~~~oB~~~~~w?~~~~~}?F~~~~~o?^~~~~~??~~~~~}??~~~~~}??^~~~~~??F~~~~~o??~~~~~}??B~~~~~w??F~~~~~o??F~~~~~o??B~~~~~w???~~~~~}???F~~~~~o???^~~~~~????~~~~~}????~~~~~}????^~~~~~????F~~~~~o????~~~~~}????B~~~~~w????F~~~~~o????F~~~~~o????B~~~~~w?????~~~~~}??????;template;2;0.17522859573364258
1591;True;total_domination_number;proximity;4.0;0.189873417721519;0.024412296564195246;16;15;OhCKC?C@?G?_@?@??_?G?;template;22;0.41387152671813965
1729;True;independence_number;proximity;3.0;0.2571428571428571;0.02285714285714291;10;19;I~~wGC@?G;template;1;0.24910712242126465
1793;True;independence_number;second_smallest_laplace_eigenvalue;3.0;0.1458980337503133;0.040495463601571025;15;32;N~{GGKF@w?_@?B?B_@w;template;10;0.22303175926208496
1892;True;vertex_cover_number;total_domination_number;9.0;17.0;6.0;25;24;Xh_GK?@?K??@?@_???G?@_????G??K?????@???K??????@???@;template;37;0.40436577796936035
1917;True;vertex_cover_number;proximity;3.0;0.20224719101123595;0.028522039757994805;19;18;RhEC?OGA?O@?A?A?@??O?A??G??O??;template;24;0.3559870719909668
1919;True;vertex_cover_number;proximity;5.0;0.1564245810055866;0.021897097316091713;29;28;\hCGGC@_C?O?_?_?O?C??_???_?@??@???_??G??@???C???G???G???C???@????G???;template;9;0.37201929092407227
2129;True;matching_number;proximity;4.0;0.16149068322981366;4.7778308647855594e-05;27;26;ZsaCCA?_C?O?_?_?O?C??_?A??C??C??A???_??????_??@???@????_???G;template;48;0.37100934982299805
2131;True;matching_number;proximity;5.0;0.14035087719298245;0.03797080112869586;25;24;XhCGGC@_C?O?_?_?O?C??_?A??C??C??A????G??@???C???G??;template;21;0.30288195610046387
2252;True;randic_index;total_domination_number;10.320576161692804;14.0;0.8269718189129911;22;21;Uh_GK?@?K??@?@_???G?@_????G??K?????@???G;template;68;0.34099602699279785
2882;True;second_zagreb_index;independent_domination_number;96.0;12.0;2.583333333333334;25;24;XhCGGC@_??_@?@??_?G?@??E?????G??C??@???G???_??@???@;template;19;0.20253372192382812
3144;True;proximity;total_domination_number;0.2;4.0;0.17777777777777803;14;13;MhCKC?C@?G?_@?@??;template;7;0.2546982765197754
3157;True;proximity;matching_number;0.1836734693877551;4.0;0.795918367346939;19;18;RhCGKA?_C??O?_?_?O?C??_?A??C??;template;6;0.17914080619812012
3191;True;proximity;vertex_cover_number;0.22641509433962265;3.0;0.06289308176100583;13;12;LhECCA?_C?@?A?;template;29;0.32735610008239746
3193;True;proximity;vertex_cover_number;0.2;4.0;0.17333333333333378;14;13;MhCKC?C@?G?_@?@??;template;9;0.23496770858764648
3368;True;remoteness;matching_number;0.2608695652173913;5.0;0.8033909416125828;19;18;RhCGGC@_C?O?_?_?O??@??G??_?@??;template;12;0.24990177154541016
3384;True;remoteness;vertex_cover_number;0.26666666666666666;5.0;0.6369991801012258;17;16;PhCGGC@_C?O?_??G?C?@??G?;template;22;0.2571125030517578
3550;True;largest_eigenvalue;triangle_number;7.1400549446402595;112.0;35.676024194407944;16;57;O~~~~{@?G@_F?N?N_Fw@~;template;92;0.4352691173553467
3961;True;second_smallest_laplace_eigenvalue;average_degree;1.0;20.666666666666668;9.144451763101735;27;279;Z~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~_???_???O????;template;8;0.2928130626678467
3979;True;second_smallest_laplace_eigenvalue;independence_number;0.17157287525380985;3.0;0.3349046021257327;12;20;K~CGW[@?G@_F;template;26;0.20369291305541992
4288;True;diameter;second_smallest_laplace_eigenvalue;3.0;0.14107485877251252;0.027913328296061135;25;24;XsaCCA?_C?O?O?O?G?A??O?@??A??A??@???O??A???G???O???;template;17;0.15500569343566895
5381;True;proximity;remoteness;0.025;0.049375;0.008579545454545458;80;79;~?@OhCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G???????????_??????????@???????????@????????????_???????????G???????????@????????????C????????????G????????????G????????????C;template;20;0.15938544273376465
5421;True;remoteness;domination_number;0.2631578947368421;4.0;0.13593434455036135;21;20;ThCGGC@_C?O?_??G?C?@??G??_?@??@???_?;template;11;0.12270212173461914
5968;True;diameter;proximity;5.0;0.2571428571428571;0.02285714285714291;10;19;I~~wGC@?G;template;108;3.7650816440582275
5983;True;diameter;second_smallest_laplace_eigenvalue;7.0;0.09927361470043235;0.03665629465963326;16;27;O~CGW[@?G@_F?@??_?W?F;template;1;0.4718501567840576
6011;True;radius;remoteness;4.0;0.29411764705882354;0.09718670076726343;21;62;T~~~~{@?G?_@?@??_?G?B??[?@w?Bw?B{?@~;template;78;2.191885471343994
6013;True;radius;remoteness;4.0;0.3409090909090909;0.03645529832486355;16;35;O~~wGC@?G?_@?B?B_@w?^;template;85;2.159280776977539
6020;True;radius;second_smallest_laplace_eigenvalue;4.0;0.09927361470043235;0.011424500658717626;16;27;O~CGW[@?G@_F?@??_?W?F;template;17;0.8942461013793945
6124;True;density;remoteness;0.4;0.8333333333333334;0.03265536723163842;16;48;O~~~{A@_Y?G@OBOBg@y?^;template;7;0.7405180931091309
6270;True;average_degree;maximum_degree;7.428571428571429;13.0;0.7211274208213077;21;78;T~~~^~~~~~~~?`??_?G?@??C??G??G??CQE?;search;105;2.0173873901367188
6351;True;clique_number;maximum_degree;7.0;12.0;1.5984025974025915;28;168;[xP]^@NFFioOdfk`o[y\GKWW@cwg{hoaOoD^yU?SSnAanToADD}A[JVnsJKFAWlc;template;78;1.2925758361816406
6466;True;triangle_number;largest_eigenvalue;113.0;8.858475903093177;0.01107322789098042;11;46;J~~v~~~~{O?;search;121;2.256359100341797
6472;True;triangle_number;largest_eigenvalue;89.0;8.273607793029466;0.030687435088655235;13;53;LN~}CTby~vvhdz;search;127;2.1963891983032227
6617;True;total_domination_number;second_smallest_laplace_eigenvalue;4.0;0.1458980337503133;0.006342901226355058;15;32;N~{GGKF@w?_@?B?B_@w;template;6;0.51509690284729
7205;True;first_zagreb_index;second_zagreb_index;540.0;1620.0;297.6923076923081;15;45;Nbo_\_pzAkXE`q@jf[?;template;7;0.5095648765563965
7206;True;first_zagreb_index;second_zagreb_index;274.0;272.0;234.60000000000002;70;69;~?@EhCGGC@?G?_@?@??_?G?@??C??G??G??C??@???G???_??@???@????_???G???@????C????G????G????C????@?????G?????_????@?????@??????_?????G?????@??????C??????G??????G??????C??????@???????G???????_??????@???????@????????_???????G???????@????????C????????G????????G????????C????????@?????????G?????????_????????@?????????@??????????_?????????G?????????@??????????C??????????G??????????G??????????C??????????@???????????G;template;1;0.3546140193939209
7212;True;first_zagreb_index;second_zagreb_index;276.0;595.0;38.111111111111086;15;32;N~{GGKF@w?_@?B?B_@w;template;6;0.3706173896789551
7213;True;first_zagreb_index;second_zagreb_index;322.0;836.0;33.0;12;31;K~~wGCB?wF_^;template;2;0.3371744155883789
7565;True;largest_eigenvalue;triangle_number;9.613993938779085;140.0;1.8763820536102571;14;66;M|Y|~e~Rl~hu~Q{~?;search;120;2.190952777862549
7566;True;largest_eigenvalue;triangle_number;8.85847590309318;113.0;0.4450509310385371;11;46;J~~~~~~~s@?;search;126;2.6094810962677
7694;True;largest_distance_eigenvalue;proximity;23.219364222998816;0.24242424242424243;0.001070841225335628;9;11;HhCGGKF;search;293;5.634109973907471
7695;True;largest_distance_eigenvalue;proximity;32.50980942989504;0.20454545454545456;0.0011155533748511692;10;10;IP@OQOA?g;search;342;6.016089916229248
7703;True;largest_distance_eigenvalue;second_smallest_laplace_eigenvalue;32.50980942989508;0.10288001874367966;0.0013186381540283149;10;10;I`C_KCGAG;search;385;3.3556923866271973
7711;True;second_smallest_laplace_eigenvalue;diameter;0.09927361470043235;7.0;1.452781941092617;16;27;O~CGW[@?G@_F?@??_?W?F;template;2;0.5494563579559326
7712;True;second_smallest_laplace_eigenvalue;diameter;0.20416847668727706;3.0;1.571286030903761;16;57;O~~~~{@?G@_F?N?N_Fw@~;template;6;0.5931644439697266
7713;True;second_smallest_laplace_eigenvalue;diameter;0.20416847668727706;3.0;1.6584973817748363;16;57;O~~~~{@?G@_F?N?N_Fw@~;template;1;0.4169120788574219
7718;True;second_smallest_laplace_eigenvalue;radius;0.059407389399992495;4.0;0.4961088475952877;16;35;O~~wGC@?G?_@?B?B_@w?^;template;16;0.6222412586212158
7719;True;second_smallest_laplace_eigenvalue;radius;0.11797430040998162;3.0;0.8701119448574066;13;33;L~~~~{@?G?_@?@;template;11;0.552166223526001
7732;True;second_smallest_laplace_eigenvalue;maximum_degree;0.9999999999999948;14.0;0.8425254430525566;15;92;N~~~~~~~~~~~~~~~o??;template;4;0.3845479488372803
7734;True;second_smallest_laplace_eigenvalue;average_degree;1.0;14.235294117647058;2.935757075540643;17;121;P~~~~~~~~~~~~~~~~~~~~_??;template;5;0.47946786880493164
7743;True;second_smallest_laplace_eigenvalue;domination_number;0.08849668592497498;3.0;0.2932996552090614;13;24;L~{GGC@?G@_F?N;template;11;0.42050766944885254
7753;True;second_smallest_laplace_eigenvalue;total_domination_number;0.1458980337503133;4.0;0.08677200703929788;15;32;N~{GGKF@w?_@?B?B_@w;template;3;0.6245203018188477
7773;True;second_smallest_laplace_eigenvalue;independent_domination_number;0.10804555933608426;3.0;0.03504250797501118;11;16;J~CGGC@?WB_;template;15;0.4989163875579834
7811;True;second_smallest_laplace_eigenvalue;largest_eigenvalue;0.9999999999999948;13.005520315121762;0.812633097438983;15;92;N~~~~~~~~~~~~~~~o??;template;4;0.6496801376342773
7813;True;second_smallest_laplace_eigenvalue;largest_distance_eigenvalue;0.10288001874368032;32.509809429895064;0.38296335829881656;10;10;IhCGGC@?W;search;129;2.36533522605896
